Name,Location,Ranking,ProgramDetails,TuitionFees
Hochschule für Polizei und öffentliche Verwaltung NRW,Cologne,Not in top rankings,Master of Police Management,Bachelor's degree in related field. Interview required. IELTS 6.5,"€2,200 per semester",Bachelor's degree with good grades,6.5
Hochschule für Fernsehen und Film Babelsberg,Potsdam,Not in top rankings,Bachelor of Film Production,High school diploma. Portfolio submission required. IELTS 6.5,"€2,500 per semester",High school diploma,6.5
Hochschule für Fernsehen und Film Babelsberg,Potsdam,Not in top rankings,Master of Screenwriting,Bachelor's degree in film studies or related field. Writing sample required. IELTS 7.0,"€2,800 per semester",Bachelor's degree with good grades,7.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Mechanical Engineering,"High school diploma, Math and Physics background, German language proficiency","€1,500 per semester",Minimum 2.5 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Environmental Engineering,"High school diploma, Science background, German language proficiency","€1,500 per semester",Minimum 2.7 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Business Administration,"High school diploma, Economics background, German language proficiency","€1,500 per semester",Minimum 2.8 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Computer Science,"High school diploma, Programming knowledge, German language proficiency","€1,500 per semester",Minimum 3.0 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,International Business Management,"High school diploma, Business background, German language proficiency","€1,500 per semester",Minimum 2.7 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Renewable Energy Systems,"High school diploma, Science background, German language proficiency","€1,500 per semester",Minimum 2.8 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Information Technology,"High school diploma, IT background, German language proficiency","€1,500 per semester",Minimum 3.0 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Industrial Engineering,"High school diploma, Engineering background, German language proficiency","€1,500 per semester",Minimum 2.8 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Marketing Management,"High school diploma, Marketing background, German language proficiency","€1,500 per semester",Minimum 2.7 GPA,6.0
Technische Hochschule Brandenburg,"Brandenburg, Germany",Not in top rankings,Civil Engineering,"High school diploma, Physics and Math background, German language proficiency","€1,500 per semester",Minimum 2.6 GPA,6.0
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Social Work,"High school diploma, Social Science background, German language proficiency","€1,000 per semester",Minimum 2.5 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Graphic Design,"High school diploma, Art background, German language proficiency","€1,000 per semester",Minimum 2.7 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Energy and Environmental Engineering,"High school diploma, Science background, German language proficiency","€1,000 per semester",Minimum 2.8 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Public Administration,"High school diploma, Political Science background, German language proficiency","€1,000 per semester",Minimum 2.7 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Applied Computer Science,"High school diploma, IT background, German language proficiency","€1,000 per semester",Minimum 3.0 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Business Psychology,"High school diploma, Psychology background, German language proficiency","€1,000 per semester",Minimum 2.8 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Media Technology,"High school diploma, Media background, German language proficiency","€1,000 per semester",Minimum 2.7 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Tourism Management,"High school diploma, Tourism background, German language proficiency","€1,000 per semester",Minimum 2.6 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Health Management,"High school diploma, Health Science background, German language proficiency","€1,000 per semester",Minimum 2.5 GPA,5.5
Hochschule Magdeburg-Stendal,"Magdeburg, Germany",Not in top rankings,Environmental Management,"High school diploma, Environmental Science background, German language proficiency","€1,000 per semester",Minimum 2.7 GPA,5.5
Hochschule für Öffentliche Verwaltung und Finanzen Ludwigsburg,Ludwigsburg,Not ranked,Public Administration,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
Hochschule für Öffentliche Verwaltung und Finanzen Ludwigsburg,Ludwigsburg,Not ranked,Business Administration,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
Hochschule für Öffentliche Verwaltung und Finanzen Ludwigsburg,Ludwigsburg,Not ranked,Public Finance,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
Hochschule für Finanzen,Edenkoben,Not ranked,Tax Administration,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
Hochschule für Finanzen,Edenkoben,Not ranked,Customs Administration,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
Hochschule für Finanzen,Edenkoben,Not ranked,Financial Management,"High school diploma, German language proficiency, entrance exam","Free for EU/EEA students, €1,500 per semester for non-EU/EEA students",N/A,N/A
University of Applied Sciences Brandenburg,Brandenburg,Not in top rankings,Computer Science,"High school diploma, GPA of 2.5 or higher, IELTS 6.0","€1,000 per semester",2.5 or higher,6.0
University of Applied Sciences Brandenburg,Brandenburg,Not in top rankings,Business Administration,"High school diploma, GPA of 2.0 or higher, IELTS 6.5","€1,200 per semester",2.0 or higher,6.5
University of Applied Sciences Brandenburg,Brandenburg,Not in top rankings,Mechanical Engineering,"High school diploma, GPA of 2.8 or higher, IELTS 6.0","€1,100 per semester",2.8 or higher,6.0
University of Applied Sciences Brandenburg,Brandenburg,Not in top rankings,Environmental Sciences,"High school diploma, GPA of 2.5 or higher, IELTS 6.0","€1,100 per semester",2.5 or higher,6.0
Technical University of Cologne,Cologne,Not in top rankings,Electrical Engineering,"Bachelor’s degree, GPA of 2.7 or higher, IELTS 6.5","€1,500 per semester",2.7 or higher,6.5
Technical University of Cologne,Cologne,Not in top rankings,Information Technology,"Bachelor’s degree, GPA of 3.0 or higher, IELTS 6.0","€1,400 per semester",3.0 or higher,6.0
Technical University of Cologne,Cologne,Not in top rankings,Civil Engineering,"Bachelor’s degree, GPA of 2.5 or higher, IELTS 6.0","€1,450 per semester",2.5 or higher,6.0
Technical University of Cologne,Cologne,Not in top rankings,Media Design,"Bachelor’s degree, GPA of 2.5 or higher, IELTS 6.5","€1,400 per semester",2.5 or higher,6.5
Hamburg University of Technology,Hamburg,Not in top rankings,Marine Engineering,"Bachelor’s degree, GPA of 2.8 or higher, IELTS 6.0","€1,300 per semester",2.8 or higher,6.0
Hamburg University of Technology,Hamburg,Not in top rankings,Aviation Management,"Bachelor’s degree, GPA of 3.0 or higher, IELTS 6.5","€1,400 per semester",3.0 or higher,6.5
Hamburg University of Technology,Hamburg,Not in top rankings,Bioengineering,"Bachelor’s degree, GPA of 2.5 or higher, IELTS 6.0","€1,350 per semester",2.5 or higher,6.0
Hamburg University of Technology,Hamburg,Not in top rankings,Renewable Energy Systems,"Bachelor’s degree, GPA of 2.7 or higher, IELTS 6.0","€1,400 per semester",2.7 or higher,6.0
University of Fulda,Fulda,Not in Top Rankings,Bachelor in International Business Administration,"High School Diploma, German Language Proficiency, IELTS 6.0","€1,500 per semester",Minimum GPA of 2.5,6.0
University of Fulda,Fulda,Not in Top Rankings,Master in Applied Computer Science,"Bachelor's Degree in Computer Science or related field, German Language Proficiency, IELTS 6.5","€1,000 per semester",Minimum GPA of 2.7,6.5
University of Applied Sciences Wismar,Wismar,Not in top rankings,Bachelor in International Business Administration,"High school diploma, minimum grade average of 2.5, IELTS 6.0","€1,000 per semester",2.5,6.0
University of Applied Sciences Wismar,Wismar,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in related field, minimum grade average of 2.7, IELTS 6.5","€2,000 per semester",2.7,6.5
University of Applied Sciences Wismar,Wismar,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, minimum grade average of 2.8, IELTS 6.0","€1,200 per semester",2.8,6.0
University of Applied Sciences Wismar,Wismar,Not in top rankings,Master in Maritime Systems,"Bachelor's degree in related field, minimum grade average of 2.5, IELTS 6.5","€2,200 per semester",2.5,6.5
University of Würzburg,Würzburg,Not in top rankings,Bachelor in History,"High school diploma, minimum grade average of 2.5, IELTS 6.0","€1,000 per semester",2.5,6.0
University of Würzburg,Würzburg,Not in top rankings,Master in Environmental Science,"Bachelor's degree in related field, minimum grade average of 2.7, IELTS 6.5","€1,500 per semester",2.7,6.5
University of Würzburg,Würzburg,Not in top rankings,PhD in Economics,"Master's degree in Economics, minimum grade average of 2.3, IELTS 6.5",€500 per semester,2.3,6.5
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA 2.5, IELTS 6.0",€700 per semester,Minimum GPA 2.5,6.0
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Master in International Business,"Bachelor's degree, minimum GPA 3.0, IELTS 6.5",€800 per semester,Minimum GPA 3.0,6.5
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Bachelor in Computer Science,"High school diploma, minimum GPA 3.0, IELTS 6.5",€750 per semester,Minimum GPA 3.0,6.5
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Master in Sustainable Energy Systems,"Bachelor's degree in relevant field, minimum GPA 2.75, IELTS 6.0",€850 per semester,Minimum GPA 2.75,6.0
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, minimum GPA 2.8, IELTS 6.0",€720 per semester,Minimum GPA 2.8,6.0
Frankfurt University of Applied Sciences,Frankfurt,Not in top rankings,Master in Marketing Management,"Bachelor's degree, minimum GPA 3.2, IELTS 6.5",€800 per semester,Minimum GPA 3.2,6.5
Hochschule Offenburg,Offenburg,Not in top rankings,Bachelor in Electrical Engineering,"High school diploma, minimum GPA 2.7, IELTS 6.0",€600 per semester,Minimum GPA 2.7,6.0
Hochschule Offenburg,Offenburg,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in relevant field, minimum GPA 3.0, IELTS 6.5",€700 per semester,Minimum GPA 3.0,6.5
Hochschule Offenburg,Offenburg,Not in top rankings,Bachelor in International Business and Finance,"High school diploma, minimum GPA 2.5, IELTS 6.5",€650 per semester,Minimum GPA 2.5,6.5
Hochschule Offenburg,Offenburg,Not in top rankings,Master in Process Engineering,"Bachelor's degree in relevant field, minimum GPA 2.8, IELTS 6.0",€750 per semester,Minimum GPA 2.8,6.0
Hochschule Offenburg,Offenburg,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, minimum GPA 3.0, IELTS 6.0",€700 per semester,Minimum GPA 3.0,6.0
Hochschule Offenburg,Offenburg,Not in top rankings,Master in Information Technology,"Bachelor's degree in relevant field, minimum GPA 3.2, IELTS 6.5",€800 per semester,Minimum GPA 3.2,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Computer Science,"High school diploma, Mathematics proficiency, IELTS 6.0","€1,500 per semester",Above 70%,6.0
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Mechanical Engineering,"High school diploma, Physics proficiency, IELTS 6.5","€1,500 per semester",Above 75%,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,International Business Administration,"High school diploma, English proficiency, IELTS 6.5","€1,500 per semester",Above 70%,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Renewable Energy Systems,"High school diploma, Physics proficiency, IELTS 6.0","€1,500 per semester",Above 70%,6.0
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Media and Communication Management,"High school diploma, English proficiency, IELTS 6.5","€1,500 per semester",Above 70%,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Environmental and Energy Management,"High school diploma, Mathematics proficiency, IELTS 6.0","€1,500 per semester",Above 70%,6.0
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,International Business and Engineering,"High school diploma, Mathematics proficiency, IELTS 6.5","€1,500 per semester",Above 75%,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Applied Computer Science,"High school diploma, Mathematics proficiency, IELTS 6.0","€1,500 per semester",Above 70%,6.0
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,International Sales Management,"High school diploma, English proficiency, IELTS 6.5","€1,500 per semester",Above 70%,6.5
University of Applied Sciences Offenburg,Offenburg,Not in top rankings,Integrated Water Resources Management,"High school diploma, Biology proficiency, IELTS 6.0","€1,500 per semester",Above 70%,6.0
Technische Hochschule Ingolstadt,Ingolstadt,Not in top rankings,Mechanical Engineering,"High School Diploma, German language proficiency, Grade average of 2.5 or better, IELTS 6.0","€1,500 per semester",2.5 or better,6.0
Technische Hochschule Ingolstadt,Ingolstadt,Not in top rankings,Business Informatics,"High School Diploma, German language proficiency, Grade average of 2.7 or better, IELTS 6.5","€1,500 per semester",2.7 or better,6.5
Technische Hochschule Ingolstadt,Ingolstadt,Not in top rankings,Digital Media,"High School Diploma, German language proficiency, Grade average of 2.8 or better, IELTS 6.0","€1,500 per semester",2.8 or better,6.0
Hochschule Esslingen,Esslingen,Not in top rankings,Automotive Engineering,"High School Diploma, German language proficiency, Grade average of 2.6 or better, IELTS 6.0","€1,500 per semester",2.6 or better,6.0
Hochschule Esslingen,Esslingen,Not in top rankings,Mechatronics,"High School Diploma, German language proficiency, Grade average of 2.7 or better, IELTS 6.5","€1,500 per semester",2.7 or better,6.5
Hochschule Esslingen,Esslingen,Not in top rankings,International Industrial Management,"High School Diploma, German language proficiency, Grade average of 2.8 or better, IELTS 6.0","€1,500 per semester",2.8 or better,6.0
Saarland University,Saarbrücken,Not in top rankings,Bachelor in Computer Science,"High school diploma, Mathematics proficiency, German language proficiency","Approx. 1,500 EUR per semester",Good grades in high school,6.5
Saarland University,Saarbrücken,Not in top rankings,Master in Materials Science,"Bachelor's degree in related field, German language proficiency","Approx. 1,500 EUR per semester",Minimum GPA of 2.5,6.0
Saarland University,Saarbrücken,Not in top rankings,PhD in Economics,"Master's degree in Economics or related field, Research proposal, German language proficiency",No tuition fees for PhD students,Excellent academic record,7.0
Hochschule Albstadt-Sigmaringen,Albstadt-Sigmaringen,Not in Top Rankings,Bachelor in Business Administration,"High School Diploma, GPA 2.5 or higher, IELTS 6.0","€1,500 per semester",GPA 2.5 or higher,6.0
Hochschule Albstadt-Sigmaringen,Albstadt-Sigmaringen,Not in Top Rankings,Master in Mechanical Engineering,"Bachelor's degree in relevant field, GPA 3.0 or higher, IELTS 6.5","€2,000 per semester",GPA 3.0 or higher,6.5
Beuth University of Applied Sciences Berlin,Berlin,Not in the top rankings,Bachelor of Engineering in Mechanical Engineering,"High school diploma, GPA of at least 2.5, IELTS 6.0","Approx. 1,000 EUR per semester",GPA 2.5 or higher,6.0
Beuth University of Applied Sciences Berlin,Berlin,Not in the top rankings,Bachelor of Arts in Graphic Design,"High school diploma, portfolio, GPA of at least 2.5, IELTS 6.0","Approx. 1,000 EUR per semester",GPA 2.5 or higher,6.0
Beuth University of Applied Sciences Berlin,Berlin,Not in the top rankings,Master of Science in Computer Engineering,"Bachelor's degree in related field, GPA of at least 3.0, IELTS 6.5","Approx. 1,000 EUR per semester",GPA 3.0 or higher,6.5
Beuth University of Applied Sciences Berlin,Berlin,Not in the top rankings,Master of Arts in Communication Design,"Bachelor's degree in related field, portfolio, GPA of at least 3.0, IELTS 6.5","Approx. 1,000 EUR per semester",GPA 3.0 or higher,6.5
University of Applied Sciences Aalen,Aalen,Not in top rankings,Mechanical Engineering,"High school diploma, Mathematics and Physics background, German language proficiency","€1,500 per semester",Minimum 2.5 GPA,6.0
University of Applied Sciences Aalen,Aalen,Not in top rankings,Business Administration,"High school diploma, Economics background, German language proficiency","€1,500 per semester",Minimum 2.7 GPA,6.0
University of Applied Sciences Aalen,Aalen,Not in top rankings,Computer Science,"High school diploma, Programming knowledge, German language proficiency","€1,500 per semester",Minimum 2.5 GPA,6.0
"Hochschule für Kunst, Design und Populäre Musik Freiburg",Freiburg,Not in top rankings,Bachelor of Arts in Graphic Design,"High school diploma, Portfolio, Interview","€1,500 per semester",Good grades in high school,6.5
"Hochschule für Kunst, Design und Populäre Musik Freiburg",Freiburg,Not in top rankings,Bachelor of Music in Popular Music,"High school diploma, Audition","€1,200 per semester",Good grades in high school,6.0
"Hochschule für Kunst, Design und Populäre Musik Freiburg",Freiburg,Not in top rankings,Bachelor of Fine Arts in Illustration,"High school diploma, Portfolio, Interview","€1,500 per semester",Good grades in high school,6.5
"Hochschule für Kunst, Design und Populäre Musik Freiburg",Freiburg,Not in top rankings,Bachelor of Science in Media Management,"High school diploma, Letter of motivation","€1,200 per semester",Good grades in high school,6.0
"Hochschule für Kunst, Design und Populäre Musik Freiburg",Freiburg,Not in top rankings,Bachelor of Arts in Fashion Design,"High school diploma, Portfolio, Interview","€1,500 per semester",Good grades in high school,6.5
Hochschule für Musik Freiburg,Freiburg,Not in top rankings,Bachelor of Music Performance,Applicants must pass an entrance examination. Previous music education required.,"€1,500 per semester",High school diploma with good grades,6.0
Hochschule für Musik Freiburg,Freiburg,Not in top rankings,Master of Music Composition,Bachelor's degree in music or related field. Portfolio submission required.,"€1,000 per semester",Bachelor's degree with good grades,6.5
University of Applied Sciences Mittelhessen,Gießen,Not in top rankings,Bachelor in Business Administration,"High school diploma, good grades in relevant subjects, IELTS 6.0","€1,000 per semester",Minimum GPA 2.5,6.0
University of Applied Sciences Mittelhessen,Gießen,Not in top rankings,Master in Mechanical Engineering,"Bachelor's degree in related field, strong academic background, IELTS 6.5","€1,500 per semester",Minimum GPA 3.0,6.5
Hochschule für Angewandte Wissenschaften Nürnberg,Nürnberg,Not in top rankings,Bachelor in Business Administration,"High school diploma with minimum GPA 2.5, IELTS 6.0","€1,500 per semester",GPA 2.5 or higher,6.0
Hochschule für Angewandte Wissenschaften Nürnberg,Nürnberg,Not in top rankings,Master in International Marketing,"Bachelor's degree in related field, IELTS 6.5","€2,000 per semester",Bachelor's degree,6.5
Hochschule für Angewandte Wissenschaften Nürnberg,Nürnberg,Not in top rankings,Bachelor in Computer Science,"High school diploma with minimum GPA 2.8, IELTS 6.5","€1,800 per semester",GPA 2.8 or higher,6.5
Hochschule für Angewandte Wissenschaften Nürnberg,Nürnberg,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in Engineering, IELTS 6.0","€2,200 per semester",Bachelor's degree,6.0
Hochschule für Angewandte Wissenschaften Nürnberg,Nürnberg,Not in top rankings,Bachelor in Media Design,"High school diploma with minimum GPA 2.7, IELTS 6.0","€1,700 per semester",GPA 2.7 or higher,6.0
Hochschule für Musik und Darstellende Kunst Mannheim,Mannheim,Not in top rankings,Bachelor in Music Performance,"Music proficiency test, IELTS 6.5","€1,200 per semester",Music proficiency test,6.5
Hochschule für Musik und Darstellende Kunst Mannheim,Mannheim,Not in top rankings,Master in Acting,"Bachelor's degree in Theater Arts, IELTS 6.0","€1,800 per semester",Bachelor's degree,6.0
Hochschule für Musik und Darstellende Kunst Mannheim,Mannheim,Not in top rankings,Bachelor in Music Education,"High school diploma, Music proficiency test, IELTS 6.5","€1,500 per semester",High school diploma,6.5
Hochschule für Musik und Darstellende Kunst Mannheim,Mannheim,Not in top rankings,Master in Composition,"Bachelor's degree in Music, IELTS 6.0","€2,000 per semester",Bachelor's degree,6.0
Hochschule für Musik und Darstellende Kunst Mannheim,Mannheim,Not in top rankings,Bachelor in Dance Performance,"Dance audition, IELTS 6.5","€1,600 per semester",Dance audition,6.5
Hochschule für Agrar- und Umweltpädagogik Wien,Vienna,Not in top rankings,Bachelor in Environmental Education,"High school diploma, IELTS 6.0","€1,300 per semester",High school diploma,6.0
Hochschule für Agrar- und Umweltpädagogik Wien,Vienna,Not in top rankings,Master in Agricultural Economics,"Bachelor's degree in Economics, IELTS 6.5","€1,900 per semester",Bachelor's degree,6.5
Hochschule für Agrar- und Umweltpädagogik Wien,Vienna,Not in top rankings,Bachelor in Sustainable Agriculture,"High school diploma, IELTS 6.0","€1,400 per semester",High school diploma,6.0
Hochschule für Agrar- und Umweltpädagogik Wien,Vienna,Not in top rankings,Master in Environmental Policy,"Bachelor's degree in Environmental Studies, IELTS 6.5","€2,100 per semester",Bachelor's degree,6.5
Hochschule für Agrar- und Umweltpädagogik Wien,Vienna,Not in top rankings,Bachelor in Horticulture,"High school diploma, IELTS 6.0","€1,500 per semester",High school diploma,6.0
Leibniz University Hannover,Hannover,Not in top rankings,Mechanical Engineering,"High school diploma, 12 years of education, Mathematics and Physics background, German language proficiency",€500 per semester for international students,Minimum GPA of 3.0 on a 4.0 scale,Overall 6.0
Leibniz University Hannover,Hannover,Not in top rankings,Computer Science,"High school diploma, 12 years of education, Mathematics background, German language proficiency",€500 per semester for international students,Minimum GPA of 3.0 on a 4.0 scale,Overall 6.0
Leibniz University Hannover,Hannover,Not in top rankings,Environmental Engineering,"High school diploma, 12 years of education, Mathematics and Science background, German language proficiency",€500 per semester for international students,Minimum GPA of 3.0 on a 4.0 scale,Overall 6.0
Hochschule Aschaffenburg,Aschaffenburg,Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum 2.5 GPA, IELTS 6.0","€1,500 per semester",2.5 GPA,6.0
Hochschule Aschaffenburg,Aschaffenburg,Not in top rankings,Master in International Management,"Bachelor's degree, minimum 3.0 GPA, IELTS 6.5","€2,000 per semester",3.0 GPA,6.5
Hochschule Aschaffenburg,Aschaffenburg,Not in top rankings,Bachelor in Information Technology,"High school diploma, minimum 2.8 GPA, IELTS 6.0","€1,700 per semester",2.8 GPA,6.0
Hochschule Aschaffenburg,Aschaffenburg,Not in top rankings,Master in Engineering Management,"Bachelor's degree, minimum 3.2 GPA, IELTS 6.5","€2,200 per semester",3.2 GPA,6.5
University of Freiburg,Freiburg,Not in top rankings,Bachelor in Biology,"High school diploma, Grade average of 2.0 or better, IELTS 6.0","€1,500 per semester",2.0 or better,6.0
University of Freiburg,Freiburg,Not in top rankings,Master in Environmental Sciences,"Bachelor's degree in related field, Grade average of 2.5 or better, IELTS 6.5","€2,000 per semester",2.5 or better,6.5
University of Freiburg,Freiburg,Not in top rankings,PhD in Computer Science,"Master's degree in Computer Science, Grade average of 2.0 or better, IELTS 7.0",€500 per semester,2.0 or better,7.0
University of Koblenz and Landau,Koblenz and Landau,Not in top rankings,Bachelor in Computer Science,"High school diploma, good grades in mathematics and computer science subjects, IELTS 6.0",€1500 per semester,Minimum GPA 3.0,6.0
University of Koblenz and Landau,Koblenz and Landau,Not in top rankings,Master in Environmental Sciences,"Bachelor's degree in related field, IELTS 6.5",€2000 per semester,Minimum GPA 2.7,6.5
University of Koblenz and Landau,Koblenz and Landau,Not in top rankings,PhD in Economics,"Master's degree in Economics or related field, research proposal, IELTS 7.0",No tuition fees,Minimum GPA 3.5,7.0
Hochschule Mainz,"Mainz, Germany",Not in Top Rankings,Bachelor in Business Administration,"High school diploma, GPA 2.5 or higher, IELTS 6.0","€3,000 per year",GPA 2.5 or higher,6.0
Hochschule Mainz,"Mainz, Germany",Not in Top Rankings,Master in International Marketing,"Bachelor's degree, GPA 2.75 or higher, IELTS 6.5","€4,000 per year",GPA 2.75 or higher,6.5
Hochschule Mainz,"Mainz, Germany",Not in Top Rankings,Bachelor in Computer Science,"High school diploma, GPA 2.7 or higher, IELTS 6.0","€3,200 per year",GPA 2.7 or higher,6.0
Hochschule Mainz,"Mainz, Germany",Not in Top Rankings,Master in Renewable Energy Systems,"Bachelor's degree, GPA 3.0 or higher, IELTS 6.5","€4,500 per year",GPA 3.0 or higher,6.5
Fachhochschule Schmalkalden,"Schmalkalden, Germany",Not in Top Rankings,Bachelor in Business Informatics,"High school diploma, GPA 2.5 or higher, IELTS 6.0","€3,200 per year",GPA 2.5 or higher,6.0
Fachhochschule Schmalkalden,"Schmalkalden, Germany",Not in Top Rankings,Master in Industrial Engineering,"Bachelor's degree, GPA 2.8 or higher, IELTS 6.5","€4,000 per year",GPA 2.8 or higher,6.5
Fachhochschule Schmalkalden,"Schmalkalden, Germany",Not in Top Rankings,Bachelor in Media Management,"High school diploma, GPA 2.7 or higher, IELTS 6.0","€3,300 per year",GPA 2.7 or higher,6.0
Fachhochschule Schmalkalden,"Schmalkalden, Germany",Not in Top Rankings,Master in Renewable Resources,"Bachelor's degree, GPA 3.0 or higher, IELTS 6.5","€4,500 per year",GPA 3.0 or higher,6.5
Hochschule für Musik und Darstellende Kunst Leipzig,Leipzig,Not in top rankings,Opera Performance,Audition required. Previous opera performance experience preferred.,"€2,000 per semester",Bachelor's degree in music or related field,6.5
Hochschule für Musik und Darstellende Kunst Leipzig,Leipzig,Not in top rankings,Acting,Audition required. Previous acting experience preferred.,"€2,000 per semester",High school diploma with good grades,6.0
Ostfalia University of Applied Sciences,"Wolfenbüttel, Germany",Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA of 2.5, IELTS 6.0","€1,000 per semester",GPA 2.5,6.0
Ostfalia University of Applied Sciences,"Wolfenbüttel, Germany",Not in top rankings,Master in Mechanical Engineering,"Bachelor's degree in related field, minimum GPA of 3.0, IELTS 6.5","€1,500 per semester",GPA 3.0,6.5
Ostfalia University of Applied Sciences,"Wolfenbüttel, Germany",Not in top rankings,Bachelor in Computer Science,"High school diploma, minimum GPA of 2.8, IELTS 6.5","€1,200 per semester",GPA 2.8,6.5
Ostfalia University of Applied Sciences,"Wolfenbüttel, Germany",Not in top rankings,Master in Automotive Engineering,"Bachelor's degree in Engineering, minimum GPA of 3.2, IELTS 6.5","€1,800 per semester",GPA 3.2,6.5
Hochschule für Musik Karlsruhe,Karlsruhe,Not in top rankings,Bachelor of Music Performance,"Audition, High school diploma or equivalent, Music theory knowledge","€1,500 per semester",Minimum GPA 2.5,6.0
Hochschule für Musik Karlsruhe,Karlsruhe,Not in top rankings,Master of Music Composition,"Portfolio submission, Bachelor's degree in music or related field","€2,000 per semester",Minimum GPA 3.0,6.5
Hochschule für Musik Karlsruhe,Karlsruhe,Not in top rankings,Diploma in Opera Singing,"Audition, High school diploma or equivalent, Vocal performance experience","€1,800 per semester",Minimum GPA 2.8,6.5
Hochschule für Polizei Baden-Württemberg,Villingen-Schwenningen,Not in top rankings,Bachelor of Police Service,"Physical fitness test, High school diploma or equivalent, Criminal justice knowledge","€1,000 per semester",Minimum GPA 2.0,6.0
Hochschule für Polizei Baden-Württemberg,Villingen-Schwenningen,Not in top rankings,Master of Criminal Investigation,"Bachelor's degree in law enforcement or related field, Interview","€1,200 per semester",Minimum GPA 2.5,6.5
Hochschule für Polizei Baden-Württemberg,Villingen-Schwenningen,Not in top rankings,Diploma in Forensic Science,"Interview, High school diploma or equivalent, Science background","€1,100 per semester",Minimum GPA 2.3,6.0
Hochschule für Öffentliche Verwaltung Kehl,Kehl,Not in top rankings,Bachelor of Public Administration,"Written test, High school diploma or equivalent, Public administration interest","€1,200 per semester",Minimum GPA 2.5,6.0
Hochschule für Öffentliche Verwaltung Kehl,Kehl,Not in top rankings,Master of European Governance,"Bachelor's degree in political science or related field, Interview","€1,400 per semester",Minimum GPA 2.7,6.5
Hochschule für Öffentliche Verwaltung Kehl,Kehl,Not in top rankings,Diploma in Local Government Management,"Interview, High school diploma or equivalent, Administrative skills","€1,300 per semester",Minimum GPA 2.8,6.5
University of Gießen,Gießen,Not in top rankings,Bachelor in Economics,"High school diploma, GPA of 2.5 or higher, IELTS 6.0",€500 per semester,GPA 2.5 or higher,6.0
